user id,VehicleModel,BatteryCapacitykWh,Charging_StationID,Charging StationLocation,Charging StartTime,Charging EndTime,Energy ConsumedKWh,ChargingDuration_hours,ChargingRateKW,ChargingCostUSD,TimeofDay,DayofWeek,State_of_Charge_Start%,State_of_Charge_End%,Distance_Driven_km,TemperatureC,VehicleAge_years,ChargerType,UserType
U0761,Hyundai Kon,61,S317,new york,2023-01-29 23:22:47,2023-01-30 00:43:11.000000000,26.73,1.34,11.69,$9.71,Morning ,SATURDAY,21%,83%,68.73,-3.63,8,DC Fast Charge,commuter
NA,NA,38,NA,NA,NA,NA,22.17,2.51,19.88,$5.85,NA,NA,10%,98%,215.19,23.99,6,NA,NA
U0763,TESLA MODEL 3,52,S098,San Francisc,2023-07-24 16:04:52,2023-07-24 19:17:28.000000000,65.56,3.21,25.8,$41.92,Evening ,sunday,32%,95%,274.65,0.31,1,LEVEL 2,Long-Distance Travele
U0764,Nissan Leaf#,93,S433,San Francisco ,2023-05-31 13:55:17,2023-05-31 16:54:41.000000000,46.54,2.99,8.75,$2.89,Afternoo,Thursday ,46%,90%,151.72,13.49,4,Level ,commuter
NA,NA,78,NA,NA,NA,NA,58.06,1.84,34.04,$49.45,NA,NA,40%,92%,48.03,-4.91,2,NA,NA
U0766,Audi e-Tro,76,S493,San Francisco#,2023-12-08 19:53:35,2023-12-09 03:45:47.000000000,28.73,7.87,48.5,$49.63,Morning#,Thursda,55%,96%,58.44,15.93,4,DC FAST CHARGER,Commuter 
U0767,Tesla Model 3#,34,S438,Los Angeles#,2023-04-14 16:49:29,2023-04-14 19:30:17.000000000,30.98,2.68,19.62,$28.79,afternoon,Wednesda,73%,98%,267.64,38.13,0,level 1,Commute
U0768,Audi e-Tron ,42,S313,CHICAGO,2023-04-27 14:57:46,2023-04-27 17:40:58.000000000,29.78,2.72,26.44,$30.57,Evening#,Sunda,25%,92%,196.54,-5.34,3,DC FAST CHARGER,Long-Distance Travele
U0769,Hyundai Kon,82,S301,San Francisc,2023-04-18 17:24:09,2023-04-19 00:31:57.000000000,58.1,7.13,18.35,$20.78,morning,SUNDAY,60%,80%,146.45,-7.19,2,Level 2#,long-distance traveler
U0770,AUDI E-TRON,43,S302,new york,2023-08-11 18:15:40,2023-08-11 21:33:40.000000000,52.96,3.3,27.02,$10.9,evening,Sunday ,54%,94%,185.04,2.34,4,LEVEL 2,LONG-DISTANCE TRAVELER
U0771,Audi e-Tron#,63,S206,Chicago#,2023-02-11 03:35:27,2023-02-11 10:44:27.000000000,49.47,7.15,44.58,$32.62,Afternoon#,Monday ,32%,91%,68.08,24.83,0,LEVEL 2,Commuter 
U0772,Chevy Bolt#,44,S116,seattle,2023-02-21 12:47:54,2023-02-21 14:31:06.000000000,39.62,1.72,21.92,$39.41,Morning ,Friday#,64%,92%,77.58,11.8,0,DC Fast Charger#,Commuter 
U0773,Tesla Model ,46,S095,LOS ANGELES,2023-02-18 04:44:12,2023-02-18 12:35:12.000000000,33.84,7.85,3.07,$16.89,Evening ,tuesday,29%,96%,94.33,28.15,7,Level ,Commuter#
U0774,AUDI E-TRON,70,S361,CHICAGO,2023-12-15 06:21:01,2023-12-15 10:56:25.000000000,44.11,4.59,5.25,$48.3,Night ,Wednesda,67%,83%,288.96,26.18,6,Level 2 ,Commuter 
U0775,chevy bolt,31,S071,New York ,2023-03-10 10:31:45,2023-03-10 17:38:21.000000000,67.45,7.11,37.79,$16.42,Night#,SUNDAY,48%,97%,253.69,7.52,3,LEVEL 1,Commuter 
U0776,Audi e-Tron ,62,S217,new york,2023-10-10 18:31:54,2023-10-10 22:30:06.000000000,60.03,3.97,24.02,$3.51,Evenin,thursday,58%,94%,135.66,38.5,8,LEVEL 1,LONG-DISTANCE TRAVELER
U0777,NISSAN LEAF,72,S257,san francisco,2023-02-23 21:15:49,2023-02-23 23:20:01.000000000,14.0,2.07,7.33,$5.47,Afternoon ,Frida,46%,82%,172.15,-4.46,8,DC Fast Charger ,commuter
U0778,tesla model 3,95,S012,chicago,2023-10-31 15:30:55,2023-10-31 20:19:31.000000000,55.93,4.81,45.87,$34.76,Evening#,sunday,66%,94%,296.47,30.27,9,Level 1 ,Commuter 
U0779,Audi e-Tro,77,S005,san francisco,2023-07-14 01:28:35,2023-07-14 07:00:23.000000000,73.08,5.53,24.05,$5.35,Morning ,Tuesday#,65%,84%,149.04,35.22,6,level 2,Commute
U0780,AUDI E-TRON,70,S397,New York ,2023-07-10 19:13:19,2023-07-11 01:21:07.000000000,46.62,6.13,7.51,$19.84,Morning ,TUESDAY,55%,86%,235.47,2.66,0,LEVEL 2,Commuter 
U0781,Audi e-Tro,79,S217,CHICAGO,2023-04-11 20:17:14,2023-04-12 00:25:38.000000000,67.17,4.14,48.31,$43.13,Morning#,SATURDAY,35%,83%,298.73,19.53,3,LEVEL 2,Long-Distance Travele
U0782,Audi e-Tron#,97,S474,Los Angeles#,2023-01-18 14:20:16,2023-01-18 18:44:52.000000000,67.23,4.41,39.44,$5.3,Morning#,Wednesday ,23%,83%,120.63,0.0,6,DC Fast Charger#,Commuter 
U0783,Nissan Lea,61,S419,CHICAGO,2023-10-01 01:34:55,2023-10-01 04:44:31.000000000,73.08,3.16,23.07,$45.88,Morning#,Wednesday ,71%,85%,87.47,29.65,3,Level 2 ,LONG-DISTANCE TRAVELER
U0784,Nissan Lea,78,S415,New Yor,2023-08-16 07:48:14,2023-08-16 13:14:02.000000000,66.57,5.43,26.69,$36.46,Afternoon ,friday,11%,85%,94.99,17.77,4,DC Fast Charge,commuter
U0785,Audi e-Tro,79,S438,Los Angeles#,2023-03-06 08:51:10,2023-03-06 12:23:34.000000000,70.74,3.54,13.38,$7.65,night,Saturday#,31%,87%,185.22,15.47,8,DC FAST CHARGER,long-distance traveler
U0786,HYUNDAI KONA,33,S379,san francisco,2023-09-22 08:18:02,2023-09-22 11:24:38.000000000,41.59,3.11,26.49,$15.31,evening,Saturday ,45%,82%,63.66,38.58,0,Level 2 ,commuter
U0787,Tesla Model ,44,S121,Seattle ,2023-11-14 20:10:46,2023-11-14 23:43:46.000000000,36.37,3.55,44.0,$23.49,Morning#,TUESDAY,46%,94%,58.63,36.27,8,level 1,Commuter#
NA,NA,77,NA,NA,NA,NA,23.82,6.1,8.55,$18.98,NA,NA,31%,86%,147.63,-8.88,2,NA,NA
U0789,AUDI E-TRON,90,S047,Seattle ,2023-11-14 22:07:18,2023-11-15 03:48:42.000000000,57.94,5.69,22.79,$47.98,Afternoo,Tuesday#,34%,92%,20.29,-6.76,2,LEVEL 1,Commute
U0790,Nissan Leaf#,97,S491,LOS ANGELES,2023-12-21 18:57:59,2023-12-22 01:15:22.999999999,37.79,6.29,31.17,$20.3,MORNING,TUESDAY,66%,80%,34.25,27.87,9,Level ,LONG-DISTANCE TRAVELER
U0791,Tesla Model 3#,44,S165,NEW YORK,2023-07-11 15:19:48,2023-07-11 20:41:24.000000000,8.97,5.36,24.37,$26.47,MORNING,Wednesday#,19%,82%,297.85,1.96,2,Level 2#,Long-Distance Travele
U0792,Audi e-Tron#,76,S371,CHICAGO,2023-09-30 16:16:44,2023-09-30 22:44:20.000000000,65.4,6.46,18.24,$44.84,Afternoo,Sunday ,37%,99%,159.7,11.85,6,level 2,Long-Distance Traveler#
U0793,Chevy Bolt ,63,S108,new york,2023-05-09 17:30:44,2023-05-09 23:57:44.000000000,22.97,6.45,14.77,$7.14,Evenin,Wednesda,53%,87%,140.99,31.45,6,level 1,COMMUTER
U0794,TESLA MODEL 3,38,S332,San Francisco#,2023-02-06 07:20:00,2023-02-06 14:17:36.000000000,69.57,6.96,8.54,$20.79,Nigh,Tuesday ,34%,86%,148.99,-9.8,5,Level ,Long-Distance Traveler#
U0795,Hyundai Kona ,95,S086,Los Angeles ,2023-10-13 07:41:19,2023-10-13 10:23:55.000000000,26.17,2.71,48.52,$15.31,Evenin,TUESDAY,23%,85%,265.28,4.5,6,LEVEL 2,Commuter 
U0796,Hyundai Kona ,33,S341,San Francisco ,2023-12-04 09:14:29,2023-12-04 16:04:17.000000000,57.21,6.83,30.99,$30.56,NIGHT,Tuesda,16%,86%,84.38,3.02,8,DC Fast Charger ,LONG-DISTANCE TRAVELER
U0797,Hyundai Kon,62,S248,Chicago#,2023-02-24 13:56:03,2023-02-24 19:35:03.000000000,48.87,5.65,17.42,$32.66,afternoon,Wednesda,77%,90%,256.9,33.25,6,DC FAST CHARGER,Commute
U0798,Hyundai Kona ,72,S493,LOS ANGELES,2023-06-24 10:17:39,2023-06-24 11:48:51.000000000,49.25,1.52,3.42,$40.36,EVENING,Thursday ,47%,88%,262.96,4.24,0,Level 2#,Commuter#
U0799,audi e-tron,45,S425,Seattle ,2023-03-22 15:03:36,2023-03-22 21:42:36.000000000,63.06,6.65,40.3,$48.13,Morning ,Sunda,12%,85%,289.19,1.45,7,level 1,Long-Distance Traveler#
U0800,nissan leaf,32,S384,chicago,2023-04-19 05:27:29,2023-04-19 08:09:29.000000000,5.99,2.7,15.09,$17.55,morning,Thursda,13%,84%,146.38,0.1,6,dc fast charger,Commute
U0801,Tesla Model 3 ,81,S480,San Francisco ,2023-12-02 07:12:08,2023-12-02 10:59:32.000000000,64.76,3.79,35.94,$40.45,Morning#,TUESDAY,39%,92%,52.19,-9.77,1,LEVEL 2,Commuter 
U0802,Audi e-Tron#,77,S479,Seattl,2023-12-26 08:13:18,2023-12-26 15:54:06.000000000,48.49,7.68,37.76,$19.59,Mornin,Frida,23%,92%,279.98,15.54,1,DC Fast Charger ,Long-Distance Traveler#
U0803,Audi e-Tron#,73,S382,SEATTLE,2023-09-20 05:52:47,2023-09-20 06:38:23.000000000,49.85,0.76,43.21,$18.31,MORNING,Sunday#,28%,91%,59.99,-7.94,2,DC FAST CHARGER,Long-Distance Traveler 
U0804,AUDI E-TRON,93,S138,Seattle ,2023-02-05 00:25:47,2023-02-05 04:59:58.999999999,76.31,4.57,36.66,$35.63,EVENING,Saturday#,24%,84%,296.42,14.0,1,level 1,long-distance traveler
U0805,Hyundai Kona#,64,S201,Seattle#,2023-02-15 14:40:16,2023-02-15 15:57:39.999999999,5.96,1.29,46.9,$38.56,Nigh,Thursday#,29%,83%,89.63,-6.17,3,Level 1 ,Long-Distance Travele
U0806,Tesla Model 3 ,56,S346,New Yor,2023-01-23 04:36:52,2023-01-23 09:39:16.000000000,27.03,5.04,29.65,$8.79,Afternoon ,Saturda,68%,90%,217.38,32.28,9,level 2,Commuter 
U0807,Audi e-Tro,53,S435,SAN FRANCISCO,2023-08-15 07:02:45,2023-08-15 09:55:33.000000000,67.87,2.88,45.09,$44.92,Afternoo,SUNDAY,68%,98%,147.97,6.4,8,DC Fast Charger#,Commuter 
U0808,hyundai kona,94,S234,los angeles,2023-12-20 06:19:55,2023-12-20 12:07:19.000000000,27.81,5.79,5.25,$46.3,Nigh,Tuesda,61%,99%,157.15,-5.63,8,Level ,commuter
U0809,Tesla Model 3 ,68,S133,chicago,2023-02-15 22:05:48,2023-02-15 23:51:24.000000000,50.24,1.76,30.61,$41.0,Nigh,friday,32%,89%,74.69,24.38,3,Level 2 ,Commute
U0810,CHEVY BOLT,75,S031,San Francisco#,2023-05-01 06:29:09,2023-05-01 12:59:09.000000000,46.64,6.5,36.94,$27.36,MORNING,wednesday,70%,91%,150.4,17.42,5,Level 1 ,Commute
U0811,audi e-tron,30,S393,los angeles,2023-12-18 13:17:34,2023-12-18 19:09:46.000000000,24.16,5.87,42.2,$46.57,EVENING,SUNDAY,11%,89%,108.48,-0.86,8,LEVEL 1,long-distance traveler
NA,NA,40,NA,NA,NA,NA,73.26,1.76,16.12,$3.39,NA,NA,37%,98%,169.06,19.41,7,NA,NA
U0813,CHEVY BOLT,67,S004,Los Angele,2023-12-16 19:07:54,2023-12-16 23:28:18.000000000,18.11,4.34,46.5,$41.36,Night ,WEDNESDAY,20%,87%,76.06,14.64,0,Level 2 ,Commuter 
U0814,Audi e-Tron ,58,S100,los angeles,2023-08-20 19:24:07,2023-08-20 20:24:43.000000000,33.75,1.01,30.94,$39.45,Evenin,thursday,39%,89%,81.82,32.81,6,DC Fast Charger#,Commuter#
U0815,chevy bolt,70,S194,SAN FRANCISCO,2023-02-10 16:44:38,2023-02-10 17:59:02.000000000,48.62,1.24,22.38,$13.2,Morning ,Monda,44%,89%,169.11,-4.47,1,level 1,COMMUTER
U0816,Chevy Bol,78,S112,los angeles,2023-07-11 04:36:52,2023-07-11 12:20:40.000000000,28.18,7.73,11.79,$20.26,Morning#,Wednesday ,47%,99%,179.57,8.05,3,level 1,commuter
U0817,Chevy Bolt ,60,S120,NEW YORK,2023-09-05 18:15:22,2023-09-05 22:44:10.000000000,11.54,4.48,16.35,$16.92,Afternoo,WEDNESDAY,39%,92%,229.97,13.12,2,DC Fast Charger ,Long-Distance Traveler 
U0818,Audi e-Tron ,69,S083,New Yor,2023-06-18 13:27:19,2023-06-18 16:34:31.000000000,64.54,3.12,33.46,$31.33,Afternoon ,Friday#,42%,94%,192.49,17.75,1,Level ,long-distance traveler
U0819,Hyundai Kona#,55,S096,NEW YORK,2023-05-10 21:06:23,2023-05-11 01:00:23.000000000,12.66,3.9,10.01,$21.89,AFTERNOON,Monday#,20%,94%,158.34,17.44,1,DC Fast Charger ,Commuter#
U0820,Hyundai Kon,31,S183,chicago,2023-11-22 02:35:37,2023-11-22 07:05:37.000000000,54.86,4.5,29.29,$47.07,Afternoo,SATURDAY,67%,89%,222.86,-3.22,1,LEVEL 2,COMMUTER
NA,NA,71,NA,NA,NA,NA,66.32,7.12,25.18,$18.53,NA,NA,25%,82%,202.71,20.97,2,NA,NA
U0822,AUDI E-TRON,87,S496,San Francisc,2023-11-15 02:12:45,2023-11-15 08:51:09.000000000,57.44,6.64,26.86,$42.11,Night ,Monda,66%,88%,44.9,10.03,7,dc fast charger,Long-Distance Traveler#
U0823,Audi e-Tro,60,S448,CHICAGO,2023-08-26 00:00:30,2023-08-26 02:11:54.000000000,36.61,2.19,15.82,$20.24,Evening ,wednesday,29%,91%,45.7,28.47,1,level 2,Commute
U0824,Chevy Bolt#,92,S156,LOS ANGELES,2023-01-31 00:37:38,2023-01-31 03:32:50.000000000,50.09,2.92,23.11,$27.57,Night#,saturday,22%,85%,169.43,8.3,8,LEVEL 1,Long-Distance Traveler#
U0825,CHEVY BOLT,33,S397,New York#,2023-05-27 06:05:01,2023-05-27 07:31:25.000000000,8.36,1.44,24.78,$42.84,Night ,Thursday#,73%,81%,154.99,-1.83,1,Level ,Long-Distance Traveler 
U0826,HYUNDAI KONA,88,S215,los angeles,2023-07-17 21:06:30,2023-07-17 23:07:42.000000000,60.58,2.02,26.7,$37.65,NIGHT,Monday#,31%,81%,180.56,-5.91,7,DC Fast Charge,Commuter 
NA,NA,38,NA,NA,NA,NA,76.95,3.56,4.95,$25.81,NA,NA,50%,89%,285.9,8.3,9,NA,NA
U0828,Tesla Model 3 ,75,S427,SEATTLE,2023-05-16 05:37:02,2023-05-16 09:36:26.000000000,14.98,3.99,18.58,$33.52,Evenin,Monday#,43%,93%,69.67,21.01,0,Level 2#,Long-Distance Traveler#
U0829,Tesla Model 3#,77,S141,Los Angeles#,2023-05-12 19:13:43,2023-05-12 21:38:19.000000000,40.84,2.41,2.16,$43.47,EVENING,monday,24%,98%,267.56,19.22,9,DC FAST CHARGER,Commuter#
U0830,chevy bolt,95,S392,CHICAGO,2023-04-10 10:05:55,2023-04-10 11:35:55.000000000,44.83,1.5,28.89,$36.15,MORNING,tuesday,47%,94%,38.93,36.44,3,level 1,Commuter#
U0831,Audi e-Tron#,40,S013,seattle,2023-04-05 20:51:49,2023-04-05 23:30:13.000000000,51.39,2.64,22.41,$17.35,night,saturday,22%,83%,86.66,12.29,5,Level ,Commuter 
U0832,HYUNDAI KONA,45,S435,seattle,2023-02-14 01:06:37,2023-02-14 03:45:01.000000000,47.84,2.64,33.43,$22.99,Afternoon#,Frida,30%,89%,51.73,24.01,2,level 1,Commute
U0833,Audi e-Tron ,69,S356,los angeles,2023-10-10 10:08:03,2023-10-10 16:44:39.000000000,78.75,6.61,2.31,$22.79,Evenin,MONDAY,25%,87%,65.79,1.41,9,DC Fast Charge,LONG-DISTANCE TRAVELER
U0834,TESLA MODEL 3,47,S306,San Francisc,2023-10-11 04:26:12,2023-10-11 07:05:48.000000000,18.02,2.66,29.41,$31.48,night,Tuesday ,73%,97%,26.81,28.04,2,level 1,LONG-DISTANCE TRAVELER
U0835,Hyundai Kona#,61,S399,New Yor,2023-04-06 00:54:18,2023-04-06 05:37:30.000000000,74.27,4.72,11.32,$21.13,Morning ,friday,57%,96%,208.75,37.37,7,dc fast charger,Commuter#
U0836,hyundai kona,60,S379,Chicago ,2023-09-04 23:32:29,2023-09-05 00:09:05.000000000,56.04,0.61,16.78,$48.96,Night#,Friday#,77%,95%,297.9,29.39,4,level 1,long-distance traveler
U0837,Audi e-Tron ,98,S019,SAN FRANCISCO,2023-07-19 10:04:30,2023-07-19 12:00:54.000000000,42.95,1.94,6.17,$17.92,Morning#,Wednesda,15%,98%,79.0,21.52,4,Level 2 ,LONG-DISTANCE TRAVELER
NA,NA,32,NA,NA,NA,NA,47.76,3.23,21.23,$6.75,NA,NA,78%,84%,135.01,29.12,3,NA,NA
U0839,AUDI E-TRON,66,S483,LOS ANGELES,2023-02-07 20:09:00,2023-02-08 02:09:36.000000000,60.75,6.01,29.96,$37.29,Morning#,TUESDAY,25%,87%,14.72,15.37,1,dc fast charger,Commuter#
U0840,Tesla Model 3 ,57,S440,Los Angeles ,2023-12-21 12:41:59,2023-12-21 13:16:10.999999999,67.81,0.57,12.6,$46.67,NIGHT,SATURDAY,18%,93%,266.72,26.99,2,level 2,long-distance traveler
U0841,AUDI E-TRON,38,S284,san francisco,2023-11-30 04:26:34,2023-11-30 07:21:10.000000000,73.38,2.91,49.5,$18.36,afternoon,Thursday ,61%,83%,50.03,-2.68,3,Level 2 ,COMMUTER
U0842,Tesla Model ,51,S398,seattle,2023-01-11 19:36:30,2023-01-12 03:26:18.000000000,36.5,7.83,16.41,$13.76,MORNING,monday,43%,86%,159.1,-9.37,8,Level 2 ,LONG-DISTANCE TRAVELER
U0843,Audi e-Tro,46,S072,NEW YORK,2023-09-17 02:31:01,2023-09-17 04:53:13.000000000,11.33,2.37,33.38,$20.51,Afternoo,Tuesda,70%,96%,186.49,22.05,4,dc fast charger,long-distance traveler
U0844,Hyundai Kona#,32,S467,Los Angele,2023-02-03 01:04:40,2023-02-03 05:31:04.000000000,70.54,4.44,34.11,$3.52,EVENING,Thursday#,72%,95%,116.92,17.6,3,Level 1#,Long-Distance Traveler#
U0845,Tesla Model 3#,61,S495,LOS ANGELES,2023-05-29 18:12:25,2023-05-29 20:10:01.000000000,38.96,1.96,33.44,$9.64,Night ,Tuesda,44%,80%,225.65,27.01,2,Level ,LONG-DISTANCE TRAVELER
U0846,nissan leaf,83,S369,Seattl,2023-06-13 03:27:20,2023-06-13 06:23:44.000000000,41.66,2.94,49.44,$34.81,Mornin,wednesday,68%,86%,251.73,15.28,9,Level 1#,COMMUTER
U0847,Nissan Leaf#,75,S067,Chicago#,2023-06-14 13:43:57,2023-06-14 19:03:09.000000000,20.45,5.32,32.07,$11.47,Mornin,sunday,67%,84%,300.0,-0.0,4,dc fast charger,Commuter#
U0848,Tesla Model ,41,S115,Chicago ,2023-09-03 02:12:51,2023-09-03 03:26:03.000000000,31.93,1.22,8.41,$15.37,Evening#,Sunda,70%,80%,193.92,-0.44,6,Level ,Long-Distance Traveler 
U0849,AUDI E-TRON,33,S170,Seattle ,2023-12-08 19:17:54,2023-12-09 03:14:18.000000000,57.8,7.94,23.24,$43.38,MORNING,Tuesda,21%,98%,142.49,13.02,7,LEVEL 1,long-distance traveler
U0850,Hyundai Kona ,65,S334,SAN FRANCISCO,2023-09-21 21:08:30,2023-09-22 00:24:42.000000000,36.79,3.27,6.73,$24.43,evening,Wednesda,74%,90%,294.85,33.63,2,LEVEL 2,Commuter#
U0851,Hyundai Kon,36,S190,NEW YORK,2023-08-27 08:44:41,2023-08-27 11:19:28.999999999,29.82,2.58,19.62,$35.35,evening,Thursda,73%,93%,123.13,-9.11,6,Level 1 ,Commuter 
U0852,Hyundai Kona ,82,S013,Los Angeles#,2023-11-14 21:01:39,2023-11-15 04:23:15.000000000,44.77,7.36,4.21,$42.81,AFTERNOON,Frida,38%,95%,113.77,7.6,4,Level 2 ,LONG-DISTANCE TRAVELER
U0853,Hyundai Kona ,49,S344,los angeles,2023-07-07 19:03:35,2023-07-08 00:08:59.000000000,26.1,5.09,19.97,$40.51,Evenin,Monday#,39%,95%,134.96,26.47,4,level 2,COMMUTER
U0854,Tesla Model 3 ,92,S177,Seattle#,2023-07-01 14:26:56,2023-07-01 20:10:44.000000000,56.58,5.73,5.02,$23.03,Afternoon#,friday,12%,86%,295.07,14.88,7,LEVEL 1,Long-Distance Traveler#
U0855,tesla model 3,64,S481,seattle,2023-09-24 22:22:11,2023-09-25 01:36:35.000000000,14.01,3.24,26.91,$19.76,Evenin,WEDNESDAY,36%,81%,265.35,18.87,0,DC Fast Charge,LONG-DISTANCE TRAVELER
U0856,Tesla Model 3 ,58,S054,Los Angele,2023-10-09 03:12:52,2023-10-09 04:11:40.000000000,11.34,0.98,7.84,$26.41,MORNING,Wednesday#,30%,98%,286.81,2.11,6,DC Fast Charger#,commuter
U0857,Audi e-Tron#,30,S218,New Yor,2023-04-15 10:22:14,2023-04-15 13:54:02.000000000,11.72,3.53,2.32,$44.17,morning,Wednesday#,61%,95%,296.8,-8.62,0,dc fast charger,LONG-DISTANCE TRAVELER
U0858,Chevy Bolt ,31,S038,seattle,2023-12-29 15:01:14,2023-12-29 21:23:26.000000000,8.09,6.37,45.44,$43.75,Nigh,Tuesday#,29%,89%,125.87,9.4,5,LEVEL 1,Long-Distance Traveler 
U0859,chevy bolt,89,S268,seattle,2023-07-31 20:09:00,2023-08-01 00:57:36.000000000,42.16,4.81,40.25,$40.85,Morning#,TUESDAY,66%,94%,287.6,34.64,8,DC Fast Charger ,commuter
NA,NA,81,NA,NA,NA,NA,25.33,2.87,37.8,$38.28,NA,NA,75%,89%,277.05,12.18,0,NA,NA
U0861,Chevy Bol,59,S049,SEATTLE,2023-12-06 02:51:09,2023-12-06 09:51:45.000000000,5.84,7.01,6.2,$37.34,night,Monday ,55%,88%,91.42,4.12,8,dc fast charger,LONG-DISTANCE TRAVELER
U0862,Tesla Model 3#,80,S086,San Francisco ,2023-12-29 04:09:03,2023-12-29 06:59:27.000000000,5.33,2.84,49.31,$6.41,Morning#,MONDAY,77%,82%,94.56,39.47,9,Level 2 ,Long-Distance Traveler 
U0863,Hyundai Kona#,99,S165,NEW YORK,2023-08-23 12:51:44,2023-08-23 13:44:32.000000000,37.25,0.88,7.47,$22.51,Afternoon ,MONDAY,34%,96%,116.9,16.03,4,Level 2 ,Commuter 
U0864,Tesla Model ,85,S411,SEATTLE,2023-09-27 07:37:01,2023-09-27 11:58:37.000000000,52.53,4.36,3.67,$30.4,Afternoo,Sunda,43%,97%,273.18,22.09,3,Level ,commuter
U0865,Nissan Lea,53,S030,SEATTLE,2023-11-04 08:27:27,2023-11-04 08:57:27.000000000,53.55,0.5,9.79,$7.71,Afternoo,Thursda,65%,86%,255.94,30.41,7,level 2,Long-Distance Travele
U0866,Nissan Leaf ,62,S023,San Francisco#,2023-11-07 06:10:31,2023-11-07 07:48:19.000000000,37.72,1.63,44.88,$4.39,Nigh,Monday ,64%,83%,90.65,39.09,3,dc fast charger,Commuter#
NA,NA,41,NA,NA,NA,NA,5.09,0.77,22.01,$43.78,NA,NA,14%,98%,150.16,-9.86,1,NA,NA
U0868,Nissan Leaf#,80,S380,San Francisc,2023-07-04 05:27:36,2023-07-04 13:18:00.000000000,40.5,7.84,37.56,$45.42,MORNING,Sunday ,60%,90%,248.5,28.04,5,Level 2 ,commuter
U0869,chevy bolt,57,S342,San Francisco#,2023-04-11 19:08:41,2023-04-11 20:48:17.000000000,24.75,1.66,9.52,$44.39,morning,Saturday ,34%,89%,205.15,9.52,1,level 2,Commuter#
U0870,Audi e-Tron ,85,S110,NEW YORK,2023-07-07 22:17:42,2023-07-08 01:55:30.000000000,30.57,3.63,24.52,$13.02,Nigh,Sunday ,56%,90%,108.64,39.46,7,DC Fast Charge,LONG-DISTANCE TRAVELER
U0871,Tesla Model ,89,S241,Los Angeles#,2023-03-26 20:50:39,2023-03-27 02:34:27.000000000,10.51,5.73,28.35,$25.16,MORNING,Friday ,29%,95%,182.9,26.13,6,LEVEL 1,Long-Distance Traveler#
U0872,hyundai kona,83,S177,LOS ANGELES,2023-03-18 17:42:05,2023-03-18 20:07:53.000000000,5.46,2.43,36.38,$41.84,Evenin,Monda,67%,92%,260.11,0.29,2,DC Fast Charger#,Long-Distance Travele
U0873,Audi e-Tron ,51,S154,CHICAGO,2023-01-17 21:17:24,2023-01-18 03:06:00.000000000,46.68,5.81,49.89,$24.54,NIGHT,Tuesday ,11%,82%,202.77,33.99,0,DC FAST CHARGER,long-distance traveler
U0874,Tesla Model 3 ,75,S464,New York#,2023-07-21 13:50:12,2023-07-21 15:34:00.000000000,11.23,1.73,9.03,$41.65,Afternoon#,Friday#,38%,94%,178.46,21.2,0,Level 1#,Long-Distance Travele
U0875,Hyundai Kona ,58,S072,Los Angele,2023-10-20 09:08:17,2023-10-20 10:31:41.000000000,41.2,1.39,3.35,$4.32,evening,MONDAY,58%,91%,61.21,12.41,0,Level 1#,Long-Distance Travele
U0876,nissan leaf,57,S408,LOS ANGELES,2023-11-29 16:11:13,2023-11-29 22:05:13.000000000,21.19,5.9,10.6,$11.23,Afternoon#,SATURDAY,75%,99%,90.86,-7.43,9,LEVEL 1,Long-Distance Traveler 
U0877,Chevy Bolt#,83,S151,SEATTLE,2023-02-26 17:28:53,2023-02-26 18:48:05.000000000,62.51,1.32,38.62,$44.66,MORNING,Tuesday ,39%,89%,90.74,21.34,6,Level 1#,Long-Distance Traveler 
U0878,Tesla Model ,98,S356,San Francisc,2023-11-14 02:16:05,2023-11-14 07:58:41.000000000,13.0,5.71,38.17,$25.32,Afternoon ,SATURDAY,52%,90%,214.02,32.12,5,Level 2#,Long-Distance Traveler#
U0879,Audi e-Tron#,49,S184,chicago,2023-05-12 17:37:58,2023-05-12 22:08:34.000000000,40.47,4.51,23.85,$21.21,NIGHT,Sunday#,17%,84%,38.44,33.4,4,Level 1#,Long-Distance Travele
NA,NA,41,NA,NA,NA,NA,54.97,6.84,13.16,$41.6,NA,NA,60%,96%,92.81,21.03,9,NA,NA
U0881,Audi e-Tron#,74,S092,NEW YORK,2023-03-06 13:06:04,2023-03-06 19:25:52.000000000,28.98,6.33,39.51,$15.34,Mornin,Tuesday ,24%,94%,172.93,22.13,7,Level 2 ,Commuter 
U0882,nissan leaf,92,S463,SAN FRANCISCO,2023-01-02 11:22:34,2023-01-02 15:14:46.000000000,12.79,3.87,41.28,$37.61,Nigh,Wednesda,68%,82%,166.56,38.06,6,Level 2 ,commuter
U0883,Nissan Lea,73,S472,SEATTLE,2023-01-08 19:09:44,2023-01-08 22:07:20.000000000,76.19,2.96,31.92,$27.05,Afternoon#,Thursda,23%,87%,296.4,-5.54,4,Level 2 ,Long-Distance Travele
NA,NA,70,NA,NA,NA,NA,67.41,2.17,22.7,$44.98,NA,NA,10%,93%,134.87,24.94,7,NA,NA
U0885,Nissan Leaf#,55,S136,NEW YORK,2023-03-25 20:17:03,2023-03-26 01:46:27.000000000,34.01,5.49,25.01,$41.79,NIGHT,SUNDAY,78%,94%,186.04,36.36,2,Level 1#,commuter
